,hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
13,Novotel Phuket Surin Beach Resort,http://www.tripadvisor.com/Hotel_Review-g1224250-d1100819-Reviews-Novotel_Phuket_Surin_Beach_Resort-Choeng_Thale_Thalang_District_Phuket.html,Phuket,1568 ,,2019/10/01,2019/10/05,,Novotel,12,
14,Phuket Orchid Resort & Spa,http://www.tripadvisor.com/Hotel_Review-g1215780-d315570-Reviews-Phuket_Orchid_Resort_Spa-Karon_Phuket.html,Phuket,1076 ,,2019/10/01,2019/10/05,,TripAdvisor,15,
15,Cocoville Phuket,http://www.tripadvisor.com/Hotel_Review-g1389361-d1603366-Reviews-Cocoville_Phuket-Chalong_Phuket_Town_Phuket.html,Phuket,377 ,,2019/10/01,2019/10/05,$33,TripAdvisor,11,
16,Sunset Beach Resort,http://www.tripadvisor.com/Hotel_Review-g297930-d506882-Reviews-Sunset_Beach_Resort-Patong_Kathu_Phuket.html,Phuket,1360 ,,2019/10/01,2019/10/05,$38,TripAdvisor,13,
17,Alpina Phuket Nalina Resort & Spa,http://www.tripadvisor.com/Hotel_Review-g1215780-d656577-Reviews-Alpina_Phuket_Nalina_Resort_Spa-Karon_Phuket.html,Phuket,826 ,,2019/10/01,2019/10/05,$34,TripAdvisor,14,
18,Centara Karon Resort Phuket,http://www.tripadvisor.com/Hotel_Review-g1215780-d609715-Reviews-Centara_Karon_Resort_Phuket-Karon_Phuket.html,Phuket,5238 ,,2019/10/01,2019/10/05,,Booking.com,15,
19,Pullman Phuket Panwa Beach Resort,http://www.tripadvisor.com/Hotel_Review-g1182846-d1461817-Reviews-Pullman_Phuket_Panwa_Beach_Resort-Cape_Panwa_Phuket.html,Phuket,2262 ,,2019/10/01,2019/10/05,,Booking.com,15,
20,Horizon Karon Beach Resort & Spa,http://www.tripadvisor.com/Hotel_Review-g1215780-d612516-Reviews-Horizon_Karon_Beach_Resort_Spa-Karon_Phuket.html,Phuket,1673 ,,2019/10/01,2019/10/05,,Expedia.com,11,
21,Thavorn Beach Village Resort & Spa,http://www.tripadvisor.com/Hotel_Review-g1379324-d305747-Reviews-Thavorn_Beach_Village_Resort_Spa-Kamala_Kathu_Phuket.html,Phuket,2441 ,,2019/10/01,2019/10/05,,Booking.com,14,
22,Serenity Resort & Residences Phuket,http://www.tripadvisor.com/Hotel_Review-g297934-d1230409-Reviews-Serenity_Resort_Residences_Phuket-Rawai_Phuket.html,Phuket,1258 ,,2019/10/01,2019/10/05,$56,Booking.com,14,
23,Holiday Inn Resort Phuket Mai Khao Beach,http://www.tripadvisor.com/Hotel_Review-g1223683-d2159981-Reviews-Holiday_Inn_Resort_Phuket_Mai_Khao_Beach-Mai_Khao_Thalang_District_Phuket.html,Phuket,1358 ,,2019/10/01,2019/10/05,,Booking.com,12,
24,Friendship Beach Resort & Atmanjai Wellness Centre,http://www.tripadvisor.com/Hotel_Review-g297934-d1207613-Reviews-Friendship_Beach_Resort_Atmanjai_Wellness_Centre-Rawai_Phuket.html,Phuket,589 ,,2019/10/01,2019/10/05,$33,TripAdvisor,13,
25,"Orchidacea Resort - Kata Beach, Phuket",http://www.tripadvisor.com/Hotel_Review-g1210687-d305835-Reviews-Orchidacea_Resort_Kata_Beach_Phuket-Kata_Beach_Karon_Phuket.html,Phuket,723 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
26,Deevana Patong Resort & Spa,http://www.tripadvisor.com/Hotel_Review-g297930-d505067-Reviews-Deevana_Patong_Resort_Spa-Patong_Kathu_Phuket.html,Phuket,6223 ,,2019/10/01,2019/10/05,$39,Booking.com,11,
27,The Mangrove Panwa Phuket Resort,http://www.tripadvisor.com/Hotel_Review-g1182846-d1800918-Reviews-The_Mangrove_Panwa_Phuket_Resort-Cape_Panwa_Phuket.html,Phuket,511 ,,2019/10/01,2019/10/05,,TripAdvisor,17,
28,The Old Phuket,http://www.tripadvisor.com/Hotel_Review-g1215780-d455169-Reviews-The_Old_Phuket-Karon_Phuket.html,Phuket,2183 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
29,Kamala Tropical Garden Hotel,http://www.tripadvisor.com/Hotel_Review-g1379324-d3673247-Reviews-Kamala_Tropical_Garden_Hotel-Kamala_Kathu_Phuket.html,Phuket,297 ,,2019/10/01,2019/10/05,,TripAdvisor,14,
