Hotel,link,review
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or5-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,Hotel was clean and beautiful. Staff were friendly and helpful. Breakfast was great. Bed was comfortable. Minimal noise in the room. Bathroom was nice and functional. Thanks for a great stay. Will come again.
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or10-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,Very attentive staff and perfect location. Great atmosphere. Excellent breakfast and beautiful rooms. Everything we wanted to see within walking distance and free parking right in the city center. We will come again!
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or10-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"The staff friendly and very efficient, very good hygiene for Covid precautions, felt very safe, buffet breakfast was superb, given an upgrade which was lovely, stayed 5 days, very central to all main attractions, will be back!"
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or10-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"The hotel was beautiful. It is in a great location. Easy to walk anywhere and the train station is right next door, making an early morning trip to Sintra a breeze.  My room was beautiful, very clean, well equipped. There were special touches in the room during my stay which I was not expecting. I would recommend staying here!"
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or10-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"My wife and I, both in our 60's, travel to Lisbon just to stay here. No restaurant but excellent bar menu. Top class breakfast. The physical beauty of the building and the warm welcome of the hotel team are exceptional. The 'extras' are superb. In our 3 night stay, this trip, we had two beautiful piano recitals provided without charge; when it looked like raining two rain hats were delivered to our room without us asking; a 'to keep' shopping bag, i could go on and on. Courtesy, cleanliness, friendliness and exceptional surrounding all brought together by a great team."
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or10-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"I cannot say enough about how wonderful our stay was. The room was immaculate, elegant, but not to the point of feeling like you were in a museum. The staff were accommodating, helpful, respectful and anxious to make you comfortable. We were exhausted on arrival and didn't want to go restaurant hunting. (There is no restaurant in the hotel, but there are wonderful ones within a short walk.) We were served a light supper in the bar complete with a cloth laid. Most of the staff we encountered had very adequate English. The included breakfast was buffet, with wait staff on hand for assistance and coffee. Served in a wonderful elegant room. There was always a concierge on duty for advice. The recommended restaurant for one dinner was beautiful, memorable, and easy to find. The hotel"
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or15-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"This is a fabulous hotel in so many ways.  The room was available on arrival at 10.30 AM although the official check in time is 3 PM.  The hotel public areas and rooms are very elegant. A highlight was the daily breakfast.   As for location, it is absolutely perfect for discovering the city.  The metro, railway station and bus stops are literally a minute walk form the front door."
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or15-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"If we could give this hotel a 20/10 we would.  Beautifully appointed,  spacious rooms with all the modern conveniences.  Attentive staff, anxious to meet our every need.  From the amenities in the room to the delicious breakfast, not detail was overlooked.We loved the afternoons with musical entertainment, relaxing in the elegant sitting room with an evening cocktail.   We have been all over the world  and this hotel is unsurpassed.  A convenient location near bars, restaurants, transportation and shops.  Looking forward to another stay at this fabulous hotel."
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or15-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"I had never considered Avenida Palace in my previous trips to Lisbon. This time around I decided to give it a shot, I am so glad I did. Aside from its very central location the hotel has old world charm with a very efficient and polite staff. The corner superior room I was assigned was modern with a wall of windows. The breakfast room resembled a ballroom of a five star hotel. The breakfast itself was very good with multiple choices and a very attentive staff.  I am very happy with my decision and Avenida Palace will be my hotel of choice on future trips to Lisbon."
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or15-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"Our recent stay at the Avenida Palace in Lisbon was perfect after a long journey from the United States.  We enjoyed the gracious service, wonderful breakfasts, 24 hour room service, and the central location.  We are glad we chose the Avenida Palace over the Four Seasons and Valverde because of the old world charm and perfect location.  The staff is charming and unobtrusive.  When we asked for an iron for our wrinkled clothes, we were brought a perfect ""steam machine"" within five minutes.  Room service was also very quick and the food was delicious.  We are so happy we chose the Palace. It was a perfect way to enjoy Lisbon."
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or15-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"We stayed in Hotel Avenida Palace for 7 nights in September. We had notified the hotel of our arrival time in advance and were able to check in a little early with no issue. I had booked a Double Room and since I booked directly on the hotel site, we were upgraded to a Superior Room with a view of Restauradores square. The room was large and comfortable with a king size bed, a seating area and a large bathroom. While noise from the square outside could be heard in the bathroom, there was good soundproofing in the bedroom and noise was never an issue overnight. We were treated to a Welcome fruit plate, complementary bottle of water each day as well as turndown service. The breakfast buffet had a huge selection and was the best buffet we had while staying in Portugal with a"
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or20-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"Hotel Avenida Palace is a lovely place to stay while exploring Lisbon. The location is excellent, close to the Castelo de Sao Jorge, Praca do Comercio, and Se cathedral. It’s beautifully redone, our room was spacious, comfortable and quiet. Breakfast delicious with wide variety of selections. Staff friendly and helpful. A wonderful place to celebrate a birthday!"
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or20-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"I stayed here for one night post cruise and the hotel is beautiful. Great location too. Bed very comfortable, really nice breakfast buffet. Service was very good as well. Needed a taxi to the airport and they had one set up right away.  I travel solo and felt very safe as well.  I will stay here again the next time I visit Lisbon."
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or20-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"This hotel is absolutely gorgeous and the staff were welcoming and attentive. Everything was clean and easy, room service was great, and the breakfast was amazing. Hotel staff also helped us navigate the COVID-19 policies in Portugal and were more than happy to keep us updated on any changes. We will definitely be coming back to stay here whenever we visit Lisbon!!"
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or20-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"I am glad to say that the hotel lived up to the great reviews and exceeded expectations. Helpful, attentive staff, super large room on the 4th floor overlooking the square. The hotel's old world charm meant it felt like staying in a glorious stately home rather than a hotel. We were treated to piano recitals most evenings, cocktails made to our order by the friendly barman. Breakfast was delicious and plentiful. The location is outstanding - right in the heart of the action and yet the hotel is sound proofed so you are not disturbed once inside. A fabulous choice that really made our visit quite special."
Hotel Avenida Palace,https://www.tripadvisor.com/Hotel_Review-g189158-d195643-Reviews-or20-Hotel_Avenida_Palace-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"We took a chance and booked this hotel while we were in Paris.  We had never been to Lisbon before so we were not sure if this would be a good choice regarding location.  What a pleasant surprise.  You can't pick a better location.  We stayed there for three days before taking the train down to Faro for three days.  We were so happy with the Avenida that we booked again for three days on our return to Lisbon. The staff were so attentive and helpful.  Front desk, concierge, bar staff, breakfast staff, all went above and beyond to make our stay special. On our return they upgraded us to a suite. The expansive lounge off the front desk is a joy to sit in with groupings of antique furniture from one end to the other. We were extremely happy with our rooms, bed, bathrooms,"
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,I’m 64 years old and I’ve been around the world many times and this is the best hotel my favorite hotel that I’ve ever stayed in the first thing that caught my eye was the free mini bar after checking in we decided to do the Christmas tour and the walking tour which were led by Beatrix Victoria and Diana the tours were extremely informative and give you a great layout of the land also we were treated with a super few surprises along the way which I would’ve gladly paid for but they took care of the staff is very professional and friendly and I really enjoyed everything about this wonderful boutique hotel when I am in Lisbon I will surely stay at this hotel every time thanks again for a wonderful time
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"I cannot fully express my gratitude for the warm and welcoming reception to Corpo Santo Hotel and everything the entire staff has done to make my stay in Lisboa absolutely perfect. PS - the personal touches, the special surprises placed in the room, the nightly turn-down service, and the bath time experience (which is totally unique and amazing!) are all things that put this hotel ahead of the others.   A few notable mentions, in addition to every staff member being so kind and professional: It all started with Pedro (guest ambassador) for taking my original inquiry phone call 7 weeks ago and working his magic to get me a room. Edgar (doorman) who so happily greeted me with a smile every day, helped me with my bags, and took care of parking my car. Eduardo (doorman) for being my"
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,It was such a pleasure to meet the city with the best guide ever - Victoria. We really enjoyed her enthusiasm and good sense of humor! It's was an interesting tour throughout the city! We recommend it to everyone!
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"The location is amazing, Lisbon is beautiful, but I have no words for the hotel and its staff. Seriously the best I’ve ever experienced. Nothing is too big of a thing to ask and they are genuinely nice, which is so rare these days. They always had some nice words for me as I was passing by the reception. Breakfast is great and tasty, maybe a little too much :). All the complimentary things are just an amazing idea to make your stay even better, such as the massage, the water, snacks, daily small gifts, etc. You really feel pampered here on the best way possible. I also have to mention Pedro Falcao, the hotel ambassador, who gave me a late checkout without any extra charge and definitely saved the day with it as my flight was very late and this way I could get some sleep before."
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"Very warm hospitality, fantastic service, excellent location close to the main sites and fine dining restaurants. We had very interesting free walking city tours with Diana (Christas evening tour) and Victoria (morning historical tour), both full of information and humour."
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or{}-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,I’m 64 years old and I’ve been around the world many times and this is the best hotel my favorite hotel that I’ve ever stayed in the first thing that caught my eye was the free mini bar after checking in we decided to do the Christmas tour and the walking tour which were led by Beatrix Victoria and Diana the tours were extremely informative and give you a great layout of the land also we were treated with a super few surprises along the way which I would’ve gladly paid for but they took care of the staff is very professional and friendly and I really enjoyed everything about this wonderful boutique hotel when I am in Lisbon I will surely stay at this hotel every time thanks again for a wonderful time
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or{}-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"I cannot fully express my gratitude for the warm and welcoming reception to Corpo Santo Hotel and everything the entire staff has done to make my stay in Lisboa absolutely perfect. PS - the personal touches, the special surprises placed in the room, the nightly turn-down service, and the bath time experience (which is totally unique and amazing!) are all things that put this hotel ahead of the others.   A few notable mentions, in addition to every staff member being so kind and professional: It all started with Pedro (guest ambassador) for taking my original inquiry phone call 7 weeks ago and working his magic to get me a room. Edgar (doorman) who so happily greeted me with a smile every day, helped me with my bags, and took care of parking my car. Eduardo (doorman) for being my"
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or{}-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,It was such a pleasure to meet the city with the best guide ever - Victoria. We really enjoyed her enthusiasm and good sense of humor! It's was an interesting tour throughout the city! We recommend it to everyone!
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or{}-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"The location is amazing, Lisbon is beautiful, but I have no words for the hotel and its staff. Seriously the best I’ve ever experienced. Nothing is too big of a thing to ask and they are genuinely nice, which is so rare these days. They always had some nice words for me as I was passing by the reception. Breakfast is great and tasty, maybe a little too much :). All the complimentary things are just an amazing idea to make your stay even better, such as the massage, the water, snacks, daily small gifts, etc. You really feel pampered here on the best way possible. I also have to mention Pedro Falcao, the hotel ambassador, who gave me a late checkout without any extra charge and definitely saved the day with it as my flight was very late and this way I could get some sleep before."
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or{}-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"Very warm hospitality, fantastic service, excellent location close to the main sites and fine dining restaurants. We had very interesting free walking city tours with Diana (Christas evening tour) and Victoria (morning historical tour), both full of information and humour."
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or5-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"The place is an example of excellent taste and of friendly and helpful staff. The location is as best as it can be: walking distance to everywhere or very well communicated by bus or tram. It is a must if you visit Lisbon. Do not forget to try the restaurant. Warmest regards to the personnel at the lobby, with very special thanks to Letizia Teixeira."
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or5-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"First day of our first trip to Lisbon and we’ve landed on our feet at the Corpo Santo Historical Hotel. Great location, excellent facilities and some nice touches you don’t find everywhere. Highlight today was the (free) walking tour of the Lisbon Xmas lights by Diana from guest relations. Beautiful city at night, knowledgeable but amusing commentary from Diana, who also bought us all a delicious custard tart. Great start to our visit."
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or5-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"Wonderful guest service in every aspect, from check in to turn down. The hotel has perfect amenities - they don’t nickel and dime you for water and snacks. And the twice daily free walking tour is outstanding. Mine was with Victoria, and it was perfect."
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or5-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"I had a wonderful experience at the Corpo Santo Hotel. Every staff member I encountered, from the concierge to the check- in to the cleaning staff were delightful and eager to help! Thank you! Will recommend to you!  The room was wonderful, clean and quiete.   amazing view from our window.   The SPA is amazing and Annabelle Beatrice and Filipa are very professional and their massages are unique and unforgettable  - you can’t miss it !"
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or5-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,This is my second time staying at this hotel. It’s my favorite hotel in Lisbon. The staffs are super friendly and the service is the best you can get. Will recommend this hotel to all my family and friends.
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or10-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"The hotel in a great location offering great breakfast a la carte style, great atmosphere great laundry service and overall great staying in lisbon special thanks for a spa review about philpia that’s makes me amazing massage 10/10 thank you Phillipia"
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or10-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"We had a wonderful stay at the Corpo Santo hotel.  Great hotel in a great location in the center of Lisbon.  Staff, room, food, they totally live up to the hotel's 5 stars.  A special star of the hotel is Beatriz.  She took us on a Christmas Walking Tour through Lisbon city center.  Enjoyed it very much and learned a lot about the history of Lisbon.  An absolute must!"
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or10-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"This hotel meets all our expectations. Icing on the cake: the 2 tours provided by the most wonderful guest services staff ( Beatriz and her colleague).  Do not miss them.  Another kudo: the mini bar was offered complimentary. These items don’t cost much, but by making them free of charge to guests show that the hotel Management really knows how to bring the client experience to a different level altogether, instead of counting changes like most other hoteliers do."
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or10-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"Fantastic hotel. Brilliant location close to the river and centre. Modern bright rooms with complimentary mini bar containing soft drinks. Great breakfast and food in the bar.   Lovely reading /tv room on ground floor., which contains part of the old wall of the city!   Very helpful staff. Excellent complimentary  and informative walking tour with Victoria. A great start to our trip. Enjoyed this.  Highly recommend this hotel and would definitely return."
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or10-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,The room was very nice. Was first assigned to a corner room with four windows. That was the reason for me to extend my stay over and over in this particular hotel. Very good breakfast and very decent food at Porter restaurant. Had a relaxing sightseeing tour with nice tour guide Beatriz. Everything about this hotel is very good.
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or15-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"Everything about this hotel is really special, the location is ideal for walking through Lisbon old town, the hotel itself has some fantastic history too, but the warm welcome and the staff make it perfect.  We took the (complimentary) walking tour with Victoria and even though it was raining she still took us out, and kept us entertained she gave a perfect introduction to Lisbon’s key spots and some really good stories as well as historical facts. We also took 2 massages with the team and they were so good we booked more! Best we’ve ever had!  We also ate in the restaurant for lunch and dinner and the food was always great and well priced. This hotel really can’t do enough for it guests, always a lovely surprise to be had, the mini bar, the evening tasting sessions, ice cream"
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or15-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"I cannot say enough good things about this hotel. We are sad that the ownership of Corpo Santo does not have more hotel properties around the world, because we cannot wait to repeat this experience. This was easily one of the best hotels we have ever stayed at. The food, historical setting, and friendly staff made it amazing. They even offer a free walking tour twice a day - Victoria, our tour guide, was informative and really allowed us to make an afternoon of it!"
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or15-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"We had a lovely stay at Corpo Santo. The staff was very friendly, location was ideal and breakfast was tasty with lots of options. The rooms were quite spacious and we really enjoyed the complementary evening Portuguese snack and wine tasting! Overall I would 100% recommend staying here."
Corpo Santo Lisbon Historical Hotel,https://www.tripadvisor.com/Hotel_Review-g189158-d12659702-Reviews-or15-Corpo_Santo_Lisbon_Historical_Hotel-Lisbon_Lisbon_District_Central_Portugal.html#REVIEWS,"Wonderful walking tour with Victoria! Great way to get an overview of the city and history - at no cost, included in the hotel stay. Hotel is clean and nice. Felt very safe during COVID. Breakfast is included and is very good quality and selection."
