,hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
10,Guesthouse Barcelona Gotic,http://www.tripadvisor.com/Hotel_Review-g187497-d3613255-Reviews-Guesthouse_Barcelona_Gotic-Barcelona_Catalonia.html,Barcelona,616 ,,2019/10/01,2019/10/05,,TripAdvisor,6,
11,Gran Hotel Torre Catalunya,http://www.tripadvisor.com/Hotel_Review-g187497-d289670-Reviews-Gran_Hotel_Torre_Catalunya-Barcelona_Catalonia.html,Barcelona,4195 ,,2019/10/01,2019/10/05,,TripAdvisor,15,
12,Hotel Acta Antibes,http://www.tripadvisor.com/Hotel_Review-g187497-d236190-Reviews-Hotel_Acta_Antibes-Barcelona_Catalonia.html,Barcelona,2068 ,,2019/10/01,2019/10/05,,Booking.com,11,
13,Occidental Atenea Mar - Adults only,http://www.tripadvisor.com/Hotel_Review-g187497-d291590-Reviews-Occidental_Atenea_Mar_Adults_only-Barcelona_Catalonia.html,Barcelona,2129 ,,2019/10/01,2019/10/05,,Booking.com,14,
14,The Patio Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d789571-Reviews-The_Patio_Barcelona-Barcelona_Catalonia.html,Barcelona,400 ,,2019/10/01,2019/10/05,,Booking.com,0,
15,Blanc Guesthouse,http://www.tripadvisor.com/Hotel_Review-g187497-d2191843-Reviews-Blanc_Guesthouse-Barcelona_Catalonia.html,Barcelona,425 ,,2019/10/01,2019/10/05,,TripAdvisor,9,
16,Barcino 147 Bed & Breakfast,http://www.tripadvisor.com/Hotel_Review-g187497-d633836-Reviews-Barcino_147_Bed_Breakfast-Barcelona_Catalonia.html,Barcelona,648 ,,2019/10/01,2019/10/05,,TripAdvisor,9,
17,Generator Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d3540235-Reviews-Generator_Barcelona-Barcelona_Catalonia.html,Barcelona,1906 ,,2019/10/01,2019/10/05,,Booking.com,10,
18,"Alexandra Barcelona Hotel, Curio Collection by Hilton",http://www.tripadvisor.com/Hotel_Review-g187497-d228648-Reviews-Alexandra_Barcelona_Hotel_Curio_Collection_by_Hilton-Barcelona_Catalonia.html,Barcelona,2319 ,,2019/10/01,2019/10/05,$185,Booking.com,13,
19,Leonardo Boutique Hotel Barcelona Sagrada Familia,http://www.tripadvisor.com/Hotel_Review-g187497-d1999376-Reviews-Leonardo_Boutique_Hotel_Barcelona_Sagrada_Familia-Barcelona_Catalonia.html,Barcelona,1727 ,,2019/10/01,2019/10/05,,Booking.com,10,
20,Hostal Martinval,http://www.tripadvisor.com/Hotel_Review-g187497-d2700829-Reviews-Hostal_Martinval-Barcelona_Catalonia.html,Barcelona,766 ,,2019/10/01,2019/10/05,,TripAdvisor,11,
21,La Casa Gran B&B,http://www.tripadvisor.com/Hotel_Review-g187497-d1902672-Reviews-La_Casa_Gran_B_B-Barcelona_Catalonia.html,Barcelona,272 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
22,Casa Camper Hotel Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d543153-Reviews-Casa_Camper_Hotel_Barcelona-Barcelona_Catalonia.html,Barcelona,2235 ,,2019/10/01,2019/10/05,,TripAdvisor,10,
23,Inside Barcelona Apartments Mercat,http://www.tripadvisor.com/Hotel_Review-g187497-d2094107-Reviews-Inside_Barcelona_Apartments_Mercat-Barcelona_Catalonia.html,Barcelona,120 ,,2019/10/01,2019/10/05,,TripAdvisor,11,
24,Eric Vokel Boutique Apartments - Gran Via Suites,http://www.tripadvisor.com/Hotel_Review-g187497-d2062882-Reviews-Eric_Vokel_Boutique_Apartments_Gran_Via_Suites-Barcelona_Catalonia.html,Barcelona,1416 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
25,Gracia City Hostel,http://www.tripadvisor.com/Hotel_Review-g187497-d3683673-Reviews-Gracia_City_Hostel-Barcelona_Catalonia.html,Barcelona,439 ,,2019/10/01,2019/10/05,,Booking.com,9,
26,Novotel Barcelona City,http://www.tripadvisor.com/Hotel_Review-g187497-d1532202-Reviews-Novotel_Barcelona_City-Barcelona_Catalonia.html,Barcelona,4332 ,,2019/10/01,2019/10/05,$146,TripAdvisor,12,
27,NH Collection Constanza,http://www.tripadvisor.com/Hotel_Review-g187497-d651381-Reviews-NH_Collection_Constanza-Barcelona_Catalonia.html,Barcelona,2475 ,,2019/10/01,2019/10/05,,NH Hotels,13,
28,Hotel Praktik Bakery,http://www.tripadvisor.com/Hotel_Review-g187497-d5790522-Reviews-Hotel_Praktik_Bakery-Barcelona_Catalonia.html,Barcelona,2567 ,,2019/10/01,2019/10/05,,Booking.com,0,
29,AC Hotel Victoria Suites,http://www.tripadvisor.com/Hotel_Review-g187497-d228461-Reviews-AC_Hotel_Victoria_Suites-Barcelona_Catalonia.html,Barcelona,397 ,,2019/10/01,2019/10/05,,Expedia.com,11,
30,Yeah Barcelona Hostel,http://www.tripadvisor.com/Hotel_Review-g187497-d9808248-Reviews-Yeah_Barcelona_Hostel-Barcelona_Catalonia.html,Barcelona,531 ,,2019/10/01,2019/10/05,,TripAdvisor,11,
