,hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
20,Acropolis Stay,http://www.tripadvisor.com/Hotel_Review-g189400-d12606994-Reviews-Acropolis_Stay-Athens_Attica.html,Athens,100 ,,2019/10/01,2019/10/05,$114,Booking.com,12,
21,Athens Green Apartments,http://www.tripadvisor.com/Hotel_Review-g189400-d2151086-Reviews-Athens_Green_Apartments-Athens_Attica.html,Athens,348 ,,2019/10/01,2019/10/05,$134,Booking.com,8,
22,Athens Mosaico Suites & Apartments,http://www.tripadvisor.com/Hotel_Review-g189400-d13073362-Reviews-Athens_Mosaico_Suites_Apartments-Athens_Attica.html,Athens,69 ,,2019/10/01,2019/10/05,,Expedia.com,8,
23,"Hotel Grande Bretagne, A Luxury Collection Hotel",http://www.tripadvisor.com/Hotel_Review-g189400-d198715-Reviews-Hotel_Grande_Bretagne_A_Luxury_Collection_Hotel-Athens_Attica.html,Athens,4061 ,,2019/10/01,2019/10/05,,TripAdvisor,10,
24,Home and Poetry,http://www.tripadvisor.com/Hotel_Review-g189400-d12389149-Reviews-Home_and_Poetry-Athens_Attica.html,Athens,141 ,,2019/10/01,2019/10/05,,TripAdvisor,14,
25,MET34 Athens,http://www.tripadvisor.com/Hotel_Review-g189400-d9803760-Reviews-MET34_Athens-Athens_Attica.html,Athens,287 ,,2019/10/01,2019/10/05,,Expedia.com,12,
26,Palladian Home,http://www.tripadvisor.com/Hotel_Review-g189400-d12505463-Reviews-Palladian_Home-Athens_Attica.html,Athens,158 ,,2019/10/01,2019/10/05,,TripAdvisor,13,
27,Electra Palace Athens,http://www.tripadvisor.com/Hotel_Review-g189400-d228901-Reviews-Electra_Palace_Athens-Athens_Attica.html,Athens,3718 ,,2019/10/01,2019/10/05,,Booking.com,15,
28,AVA Hotel Athens,http://www.tripadvisor.com/Hotel_Review-g189400-d529729-Reviews-AVA_Hotel_Athens-Athens_Attica.html,Athens,1923 ,,2019/10/01,2019/10/05,$317,Booking.com,9,
29,Electra Metropolis Hotel,http://www.tripadvisor.com/Hotel_Review-g189400-d10798588-Reviews-Electra_Metropolis_Hotel-Athens_Attica.html,Athens,1170 ,,2019/10/01,2019/10/05,,TripAdvisor,17,
30,18 Micon Str.,http://www.tripadvisor.com/Hotel_Review-g189400-d12263148-Reviews-18_Micon_Str-Athens_Attica.html,Athens,188 ,,2019/10/01,2019/10/05,,Travelocity,14,
31,Acropolis Hill Hotel,http://www.tripadvisor.com/Hotel_Review-g189400-d1935949-Reviews-Acropolis_Hill_Hotel-Athens_Attica.html,Athens,881 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
