Hotel,link,review
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or5-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"Run down 1950s country $2/night  roadside motel but at $315 per night in a spectacular national park in 2021. Lights have 40 W bulbs( too dim to read with when more than a foot away), half the bathroom has no ceiling, yellowing wall paint, etc. etc. A national embarrassment run by/for the  national park service. Disgraceful ripoff by the park service.  The restaurant/food hall looks make shift and badly in need of a refresh - worn carpets, tired cafeteria tables, shabby rest rooms,  etc  and serving what looks and tastes like prison food.   AVOID."
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or5-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"Umm, although the property was nice, I wasn’t to happy with the accommodations. The staff did go out of their way to give us a room with a waterfall view, which was awesome. I guess my complaint is that the property is run down. Needs updating. As for the views, go see the sequoia trees.  It’s a hike yes, but worth it. Eateries are a plus. Not bad for the cost."
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or5-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"The park is literally right outside your door.  That's the good thing.  No need to drive anywhere.  However, the rooms are showing signs of wear.  Food options are limited in locations and hours inside the park due to Covid, but we knew that going in.  Staff does not enter your room for any cleaning, you can request anything and it is delivered.  Wifi is little to zero....even in the main lobby.  Staff at front desk very accommodating and helpful.  Would I stay here again?  Probably not.  I'd try for the Ahwahnee."
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or5-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"Comfortable, pleasant lodge in the middle of Yosemite National Park, near trails and beautiful vistas. We spent 4 days walking, hiking and biking, all just by going outside of the lodge.  The lodge is a series of motel-style, two story buildings surrounded by nature and beautiful Yosemite.  Some restaurants and services are temporarily closed by Covid restrictions, but nature is wide open!"
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or5-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"This location is central to everything in Yosemite, and the price was reasonable.  One downside in August was lack of AC.  We had probably the worst 1st floor room near outside  tanks, so there was little air flow -- the night was extremely hot."
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or10-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"Friends brought us here from Florida and we loved it! We saw all kinds of animals day and night, enjoying everything they had to offer! The beds and bathrooms were clean and up to date, the only thing we would change is their choice for blankets was not worth the price of the room! We felt safe and the views were amazing! We would definitely return!!!"
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or10-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"This is a tough review to write because there are lots of things to consider. I'll make it simple:  PROS: Location, location, location. Hot shower, fridge, restaurants and store on premises, we never got in our car the whole week, close to the Merced River, took night walks and felt totally safe, bike rental on premises, lots of hikes nearby, beautiful wood decor, no bugs even with door left open, lots of bats swishing by balcony  CONS: Expensive, lots of people, thin walls, grumpy staff at hotel/bike rental/eatery/etc, ripped bedding, rough cheap sheets/covers, lots of people on their phones, late check in (5pm) and early check out (10am)  We are not sure if we would come back or not. Went here instead of Vegas. Made last minute decision since Vegas was not the place we wanted"
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or10-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"We stayed at the Yosemite Valley Lodge for one night in August 2021. We had an upstairs room in a building near the dining hall - which I was happy about because I prefer to be upstairs whenever possible. The room was clean, I checked every corner of the mattress, bedding and every other upholstered surface in the room and I didn't find anything concerning. There isn't an air conditioner but there were two box fans in the closet, so we propped them up infront of the balcony door on a luggage rack to draw some of the cool/fresh air into the room. There was also a ceiling fan which we turned on when we arrived, so between the 3 fans the room temperature was fairly comfortable that night. Unfortunately, due to COVID, the hotel's main restaurant was closed so the only option for"
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or10-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"The rooms are spacious and the view is spectacular.  I agree with the other reviews to bring your own food.  The Base camp dining is way overpriced for the quality of food you get, and the general store is also pretty expensive. Some rooms upstairs have skylights that have amazing views of the mountains.  Be warned, there is no air conditioning!   So the upstairs rooms can get pretty hot by late afternoon."
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or10-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,The location and bar are the only good things about the lodge. The bar had 3 people working which is one more than the cafeteria style cooks working. We waited over an hour for a hamburger and Hot Dog that was worse than school cafeteria food. It also cost more than the 2 drinks from the bar. Everything else is closed  be prepared. I would suggest bringing your own food.
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or15-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"We spent two nights at the Yosemite Valley Inn. We found our room clean and comfortable. The wifi worked well, although they charge ten dollars for twenty four hours. The restaurant was open on our first night, and dinner was very good. We looked forward to dinner on the second night, only to learn the restaurant was closed due to lack of staff. Pizza was our only option, unless we wanted to drive to the valley, which we didn't wish to do. Breakfast was served buffet style and although a little pricey for buffet, very good. Very conveniently located for entry to the park."
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or15-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"Nice rooms, gorgeous views but the restaurants are so badly managed as to be a joke. Most places closed,  only option a 90 minute wait for a cafeteria burger.  It was each night of our stay so it was not some unforeseen issue.  Not even enough sense to realize they were in trouble and modify things to handle it."
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or15-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"We needed a night after a long backpacking trip and didn’t want to stay in the backpackers camp or curry village to clean up. The lodge does its job but not much more.    Some things to keep in mind:   Is it worth $300 for a two bed room for a night? As a hotel on its own absolutely not and you’d likely feel ripped off.  You’re paying for the privilege to stay in the valley.  If it means that much to you, (and it might!)  then this hotel is ok and these cons might not be so bad:  1. You can feel the springs in the bed 2. Pretty much no wi-fi available in the rooms- but might reach yours if you’re in the right place. 3. No air conditioning (there is a lot they provide to mitigate this - use your fans wisely and open the middle of your front door and open the back door to create a"
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or15-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"This is a nice place. The bed was very comfortable. Surprisingly, the WIFI wasn’t that bad. I also had two bars with Verizon. Being as I’m from Florida, the lack of air conditioning didn’t bother me although it would have been nice to have. My room was almost right across the street from the Base Camp Eatery. The food was good and reasonably priced. The location can’t be beat."
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or15-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"If you had any other choice, stay away from this one, especially in summer. Spent a night there only to find out it was over 100F in the room and there was no AC. The room felt like a steaming cage, had to keep the door open to help air circulate as guest next to my room did the same, but it barely helped. Literally it was in uninhabitable condition, everything was hot, turned on all the fans, the wind felt hot, even the mattress was hot. Lying on the bed, just felt like you were being cooked, slow cooked alive. Finally fell asleep at 3am, the worst hotel night ever, which cost me $300!! If you wanted to verify whether I'm telling the truth, try it."
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or20-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"While a bit pricey, you can’t beat the convenience of Yosemite Valley Lodge. It is located in the heart of the valley very closely located to the Yosemite Valley Visitor Center and Yosemite Falls via walking. It also has a food court (which was busy nightly [1 night we went about ½ hour before closing and we zipped through the ling]), a souvenir/snack shop, a pizza place (it was pretty good and affordable and they had these pre-order pizza plans at the front desk which was really helpfu), and a Starbucks (closed twice a week which was a bummer). The had over facilities too that were closed due to Covid.  The rooms were nice. Nothing fancy, but good. Saw a lot of ground squirrels and Stellar’s Jay from our room window throughout the stay which was fun. One day about a 2 minute"
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or20-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"This is probably our favorite lodge of all National Park lodging and we’ve stayed in most of them over the years, and more than once. The location is ideal for exploring the spectacular park. Rooms have a private balcony (or patio) perfect for morning coffee and night stargazing. The rooms are rustic & should be in a Nat’l Park. They’re tastefully decorated in western decor & also have “creature-comforts” - like a coffee pot, extra fan or heater for winter, spacious rooms & bathrooms (you know after you’ve stayed in other parks!) and even a TV although we rarely used it. The Base Camp dining room is close to all buildings with lots of tasty choices at good prices. (See my separate review) There’s a beautiful outdoor pool that was sadly closed this year but we have floated in it"
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or20-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"A little expensive for the quality of the room, but it’s all about location. We found the room to be plenty big enough and comfortable, even for 5 of us. It was clean, yet a little outdated with an intermittent overhead light and a non working coffee maker. But once again, location made up for it. We were o lay steps away from the Valley Loop Trail, a few hundred yards from the beach/river, and a short walk to Yosemite Falls. Room had a nice outdoor patio area. A/C wasn’t an issue with us as the weather wasn’t extremely hot, but I could see where it could be.  Would definitely stay again…"
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or20-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"I think the only main downside for me in the property was the lack of A/C in the summer months. We visited over the July 4th weekend had a room on the 2nd floor and although the valley cools off at night (down to near 60-65 F), it can get quite hot on a summer day even without a heatwave in the forecast (low 90s F). The lack of A/C on even a typical summer day really heats up the rooms to the point its near 90 F during the evening and takes a while to cool off to even 80 F. They do provide a lot of fans but with the high temperatures it's still difficult. I found it hard to sleep early in the nights with the high temperatures. The one night I had a good sleep was when we had a cloudy afternoon. I can't even imagine what visiting during a heatwave maybe like.  Other than that the"
Yosemite Valley Lodge,https://www.tripadvisor.com/Hotel_Review-g61000-d119523-Reviews-or20-Yosemite_Valley_Lodge-Yosemite_National_Park_California.html#REVIEWS,"we stayed one night in the Jasmine Building of Yosemite Valley Lodge. It is the 3rd building from the lodge and consists of external stairs leading to the rooms. The bathroom was remodeled and looks great. Walled toiletries were available as well as a mini fridge, coffee maker, and a couple of portable fans (No A/C). The walled fan unit in the corner of the room only blew out warm air and the windows on the balcony door wouldn't open so the room was pretty hot in mid june as the temperature was between high 80's to mid 90's.  Walls were pretty thin as we could hear our neighbors. we didn't use the TV so can't say what kind of reception you got. I love sitting on the balcony as the view was gorgeous (what you are paying for) and the bluebirds landed on the railing. a lot of"
Yosemite View Lodge,https://www.tripadvisor.com/https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"Be aware, Aramark would not honor the “third night free” promotion. I received a promotional email in October 2020 from Aramark to get a third night free at the Ahwahnee or the Yosemite Lodge if you reserve two nights. In the fine print, at the bottom of the email, I quote: “Offer is only applicable for bookings with two consecutive nights during the 2021 winter season”. The email did not specify any exact dates, just the “2021 winter season”. In December 2020, I made reservations for December 2021, assuming December 2021 would be in the “2021 winter season” specified in the email. In subsequent telephone conversations with Aramark customer service, they would not honor the “third night free” stating it was only for January 4th through March 10th of 2022! If the promotion is"
Yosemite View Lodge,https://www.tripadvisor.com/https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"Pros Location is 2mile from entrance and 10m from halfodme (~30min) , River view room was exceptional with great big bathtub/jacuzzi, kitchen with stove and utensils. TV and bed was nice as well. Pizza restaurant is topnotch, on prem grocery store which has some nice option for snacks/beers. Cons Wifi is not free (10$ per day, 2 devices only) It can get expensive, you always can get mountain view with cheaper price however if its not that much of a difference then get river view. It was an amazing experience."
Yosemite View Lodge,https://www.tripadvisor.com/https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"This was our final hotel stay after enjoying a week in the park with Natural Habitat Adventures. The hotel is right on the Merced River and our room opened to a deck just feet from the water. The highlight for me was hearing a canyon wren from our deck. Not fancy, but comfortable. Being on the river made it great."
Yosemite View Lodge,https://www.tripadvisor.com/https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"We stayed in a room on the river. That was a beautiful view and your right on the river. That's where the 1 rating comes in.  Other than that it would be a zero. The patio railing was rusty & hasn't seen new paint in at least a decade. No Wifi...unless you want to pay - per device - for it. No cell service. Maybe 1 bar if you're outside in just the right spot. Unit has kitchenette.  1 of 2 burners didn't work. Wet, dirty sponge left by sink. El Portal isn't really a town. Couple hotels & ""grocery"" store abt size of convenience store that was closed before we arrived. Resort has a store with quite a selection of food except NO prices on anything. Only food choice was expensive Pizza  or River Restaurant [terrible]. The carpet in the room was so dirty & sticky...all over. Beds are"
Yosemite View Lodge,https://www.tripadvisor.com/https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"After I booked this hotel and read the reviews I was a bit nervous about it...however... We arrived around 4:30 pm. I booked a river view room two queen beds.  Went to check in the woman behind the counter was lovely. I told her what I had booked and asked her if I could have a room like that on the first floor..no problem. We were in room 1088 Sequoia building. There are many buildings on the property. We opened the door to our room and the view of the river was to die for!! Our room had a private balcony only a few steps away from the river. There is two chairs and a small table on the balcony. Room had a little kitchenette with two burner stove, microwave, toaster, coffee pot and everything you need to cook and eat with. The beds were very comfortable too!! The room had a gas"
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or{}-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"Be aware, Aramark would not honor the “third night free” promotion. I received a promotional email in October 2020 from Aramark to get a third night free at the Ahwahnee or the Yosemite Lodge if you reserve two nights. In the fine print, at the bottom of the email, I quote: “Offer is only applicable for bookings with two consecutive nights during the 2021 winter season”. The email did not specify any exact dates, just the “2021 winter season”. In December 2020, I made reservations for December 2021, assuming December 2021 would be in the “2021 winter season” specified in the email. In subsequent telephone conversations with Aramark customer service, they would not honor the “third night free” stating it was only for January 4th through March 10th of 2022! If the promotion is"
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or{}-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"Pros Location is 2mile from entrance and 10m from halfodme (~30min) , River view room was exceptional with great big bathtub/jacuzzi, kitchen with stove and utensils. TV and bed was nice as well. Pizza restaurant is topnotch, on prem grocery store which has some nice option for snacks/beers. Cons Wifi is not free (10$ per day, 2 devices only) It can get expensive, you always can get mountain view with cheaper price however if its not that much of a difference then get river view. It was an amazing experience."
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or{}-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"This was our final hotel stay after enjoying a week in the park with Natural Habitat Adventures. The hotel is right on the Merced River and our room opened to a deck just feet from the water. The highlight for me was hearing a canyon wren from our deck. Not fancy, but comfortable. Being on the river made it great."
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or{}-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"We stayed in a room on the river. That was a beautiful view and your right on the river. That's where the 1 rating comes in.  Other than that it would be a zero. The patio railing was rusty & hasn't seen new paint in at least a decade. No Wifi...unless you want to pay - per device - for it. No cell service. Maybe 1 bar if you're outside in just the right spot. Unit has kitchenette.  1 of 2 burners didn't work. Wet, dirty sponge left by sink. El Portal isn't really a town. Couple hotels & ""grocery"" store abt size of convenience store that was closed before we arrived. Resort has a store with quite a selection of food except NO prices on anything. Only food choice was expensive Pizza  or River Restaurant [terrible]. The carpet in the room was so dirty & sticky...all over. Beds are"
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or{}-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"After I booked this hotel and read the reviews I was a bit nervous about it...however... We arrived around 4:30 pm. I booked a river view room two queen beds.  Went to check in the woman behind the counter was lovely. I told her what I had booked and asked her if I could have a room like that on the first floor..no problem. We were in room 1088 Sequoia building. There are many buildings on the property. We opened the door to our room and the view of the river was to die for!! Our room had a private balcony only a few steps away from the river. There is two chairs and a small table on the balcony. Room had a little kitchenette with two burner stove, microwave, toaster, coffee pot and everything you need to cook and eat with. The beds were very comfortable too!! The room had a gas"
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or5-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"We were quite nervous after reading some of the reviews, but we had a great experience!  We were in the Maple Building, 2 queen mountain room, on the second floor.  It faced the back of the property and the mountains.  The property was maintained and looked nice.  The room was very comfortable and spacious.  There was a kitchenette (mini fridge, microwave and small stove), table and chairs, a balcony with 2 chairs, decent tv reception, big bathroom.  Cons: There is no reception so you will be forced to purchase wifi service if you want it.  We didn't bother.  The bathtub in our room was really pretty black on the bottom surface and could use a scrubbing.  One word of caution:  The stairwells are very DARK - there is zero lighting after the sun sets - these need to be fixed.  It"
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or5-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"Much better than expected! We stayed in a King River-view room and were happily surprised. The room was very spacious, with a gas fireplace and a huge jacuzzi tub (which was much needed after a long day of hiking). It had a kitchen with a microwave, toaster, coffee maker, stove, and mini fridge. On the third floor, our patio looking over the river was wonderful for morning coffee with the babbling river noise so soothing. There were also outdoor hot tubs available, though we didn’t take advantage. The elevator is a bit scary, the furnishings sparse and the mattress was a bit hard for me, but happy to overlook those items based on the other benefits. I’ve paid more for worse! The only real complaints I have are: 1. Wi-Fi is not included. A bit of a racket given that nobody has"
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or5-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"Stayed at this resort for three days while visiting Yosemite. Their website calls it a “luxury resort” but I would call it average. The room was nice with views of the mountains and river on each side, with an OK balcony for morning coffee or evening cocktails. Food choices are very limited at the River Restaurant and below average in quality in my opinion. It’s proximity to Yosemite is a plus (about 4 miles from the Arch Entrance on the west side of the park). There is a gas station/grocery store about a mile west of the Lodge which is also convenient."
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or5-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,Place serves its purpose for an average motel. It’s  a bit beat up however not so many options in the area at all.  At least having the dining options are nice on the premises to have food at least. Oh they so charge for Internet which you need since no signal there. I bought it at the kiosk in lobby which was good for 24 hour total- so it lasted my 4 night stay.
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or5-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"I have stayed in a Motel 6 that was in better condition than our room, and for a whole lot less. The room was adequate, but that was about all. Missing a light bulb in the ceiling fan, there were no light bulbs in the stairwell, which was dangerous after dark. The grounds were shoddily maintained, many of the decorative outdoor light fixtures were missing light bulbs. The outdoor pool was nice, but no towels. I realize that they are only 10 miles from the West entrance to Yosemite and that is how they can charge $250+ per night, but please put some of that back into general maintenance and safety."
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or10-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,"We stayed here 2 nights while visiting Yosemite.  The room was clean and comfortable. The AC was adequate but with temps of 104 it did struggle to keep up. Our room had a ceiling fan that made the room fine.  The outdoor ice machines also had trouble keeping up.  Our room had a balcony which I normally love, but it was just too hot out to stay out there.  But this hotel is 2 miles from the gate and looked much better than any other hotels in town.  If we visit again, we will definitely stay here and recommend it to our friends."
Yosemite View Lodge,https://www.tripadvisor.com/Hotel_Review-g32340-d113554-Reviews-or10-Yosemite_View_Lodge-El_Portal_California.html#REVIEWS,I’ve had great experiences at Yosemite View Lodge until our last visit. Room 2085 has an incredibly noisy air conditioner in the bedroom facing the river. There is no way to sleep in that room as the air conditioner goes boom and shakes the window when it cycles on and off. Even our neighbors said they heard it.  This room is part of a suite that cost us over $500 a night. We gave feedback to the manager and heard nothing in return.  Beware of that suite if you want to sleep at night.
