,hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
19,The Ultimo,http://www.tripadvisor.com/Hotel_Review-g255060-d257280-Reviews-The_Ultimo-Sydney_New_South_Wales.html,Sydney,832 ,,2019/10/01,2019/10/05,,TripAdvisor,14,
20,"West Hotel Sydney, Curio Collection by Hilton",http://www.tripadvisor.com/Hotel_Review-g255060-d12993911-Reviews-West_Hotel_Sydney_Curio_Collection_by_Hilton-Sydney_New_South_Wales.html,Sydney,341 ,,2019/10/01,2019/10/05,,TripAdvisor,15,
21,Meriton Suites Waterloo,http://www.tripadvisor.com/Hotel_Review-g255060-d572865-Reviews-Meriton_Suites_Waterloo-Sydney_New_South_Wales.html,Sydney,750 ,,2019/10/01,2019/10/05,,TripAdvisor,10,
22,Adina Apartment Hotel Sydney Central,http://www.tripadvisor.com/Hotel_Review-g255060-d256581-Reviews-Adina_Apartment_Hotel_Sydney_Central-Sydney_New_South_Wales.html,Sydney,2022 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
23,Coogee Sands Hotel & Apartments,http://www.tripadvisor.com/Hotel_Review-g261609-d258260-Reviews-Coogee_Sands_Hotel_Apartments-Coogee_Randwick_Greater_Sydney_New_South_Wales.html,Sydney,921 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
24,Macleay Hotel,http://www.tripadvisor.com/Hotel_Review-g255060-d256576-Reviews-Macleay_Hotel-Sydney_New_South_Wales.html,Sydney,1036 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
25,Veriu Central,http://www.tripadvisor.com/Hotel_Review-g255060-d298414-Reviews-Veriu_Central-Sydney_New_South_Wales.html,Sydney,664 ,,2019/10/01,2019/10/05,,TripAdvisor,13,
26,"Little Albion, a Crystalbrook Collection Boutique Hotel",http://www.tripadvisor.com/Hotel_Review-g255060-d14086996-Reviews-Little_Albion_a_Crystalbrook_Collection_Boutique_Hotel-Sydney_New_South_Wales.html,Sydney,58 ,,2019/10/01,2019/10/05,,TripAdvisor,11,
27,The Maisonette,http://www.tripadvisor.com/Hotel_Review-g255060-d288406-Reviews-The_Maisonette-Sydney_New_South_Wales.html,Sydney,611 ,,2019/10/01,2019/10/05,,TripAdvisor,13,
28,Hyde Park Inn,http://www.tripadvisor.com/Hotel_Review-g255060-d256565-Reviews-Hyde_Park_Inn-Sydney_New_South_Wales.html,Sydney,1187 ,,2019/10/01,2019/10/05,,TripAdvisor,9,
29,Veriu Broadway,http://www.tripadvisor.com/Hotel_Review-g255060-d12318566-Reviews-Veriu_Broadway-Sydney_New_South_Wales.html,Sydney,446 ,,2019/10/01,2019/10/05,,TripAdvisor,15,
