,hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
11,Lodgewood by L'hotel Mongkok Hong Kong,http://www.tripadvisor.com/Hotel_Review-g294217-d4036898-Reviews-Lodgewood_by_L_hotel_Mongkok_Hong_Kong-Hong_Kong.html,Hong Kong,638 ,,2019/10/01,2019/10/05,$183,TripAdvisor,14,
12,Crowne Plaza Hong Kong Kowloon East,http://www.tripadvisor.com/Hotel_Review-g294217-d2699176-Reviews-Crowne_Plaza_Hong_Kong_Kowloon_East-Hong_Kong.html,Hong Kong,1861 ,,2019/10/01,2019/10/05,$196,TripAdvisor,8,
13,iclub Ma Tau Wai Hotel,http://www.tripadvisor.com/Hotel_Review-g294217-d12361895-Reviews-Iclub_Ma_Tau_Wai_Hotel-Hong_Kong.html,Hong Kong,289 ,,2019/10/01,2019/10/05,$123,TripAdvisor,15,
14,Holiday Inn Golden Mile Hong Kong,http://www.tripadvisor.com/Hotel_Review-g294217-d299118-Reviews-Holiday_Inn_Golden_Mile_Hong_Kong-Hong_Kong.html,Hong Kong,3337 ,,2019/10/01,2019/10/05,,Booking.com,12,
15,Hotel Sav Hong Kong,http://www.tripadvisor.com/Hotel_Review-g294217-d7694698-Reviews-Hotel_Sav_Hong_Kong-Hong_Kong.html,Hong Kong,600 ,,2019/10/01,2019/10/05,$166,TripAdvisor,14,
16,"Dorsett Kwun Tong, Hong Kong",http://www.tripadvisor.com/Hotel_Review-g294217-d3251073-Reviews-Dorsett_Kwun_Tong_Hong_Kong-Hong_Kong.html,Hong Kong,538 ,,2019/10/01,2019/10/05,$167,TripAdvisor,14,
17,Dorsett Mongkok Hong Kong,http://www.tripadvisor.com/Hotel_Review-g294217-d1235711-Reviews-Dorsett_Mongkok_Hong_Kong-Hong_Kong.html,Hong Kong,4704 ,,2019/10/01,2019/10/05,,Booking.com,11,
18,"Hyatt Regency Hong Kong, Sha Tin",http://www.tripadvisor.com/Hotel_Review-g294217-d1407387-Reviews-Hyatt_Regency_Hong_Kong_Sha_Tin-Hong_Kong.html,Hong Kong,2367 ,,2019/10/01,2019/10/05,,Booking.com,14,
19,Hotel LBP,http://www.tripadvisor.com/Hotel_Review-g294217-d2357091-Reviews-Hotel_LBP-Hong_Kong.html,Hong Kong,1515 ,,2019/10/01,2019/10/05,$156,TripAdvisor,11,
20,Hotel Jen Hong Kong by Shangri-La,http://www.tripadvisor.com/Hotel_Review-g294217-d299534-Reviews-Hotel_Jen_Hong_Kong_by_Shangri_La-Hong_Kong.html,Hong Kong,2036 ,,2019/10/01,2019/10/05,$166,TripAdvisor,13,
21,Sunrise International - Boutique Hostel,http://www.tripadvisor.com/Hotel_Review-g294217-d6650312-Reviews-Sunrise_International_Boutique_Hostel-Hong_Kong.html,Hong Kong,147 ,,2019/10/01,2019/10/05,$88,TripAdvisor,12,
22,"Dorsett Tsuen Wan, Hong Kong",http://www.tripadvisor.com/Hotel_Review-g294217-d5603830-Reviews-Dorsett_Tsuen_Wan_Hong_Kong-Hong_Kong.html,Hong Kong,733 ,,2019/10/01,2019/10/05,$124,TripAdvisor,12,
23,"Pentahotel Hong Kong, Kowloon",http://www.tripadvisor.com/Hotel_Review-g294217-d4585733-Reviews-Pentahotel_Hong_Kong_Kowloon-Hong_Kong.html,Hong Kong,1496 ,,2019/10/01,2019/10/05,$151,Official Hotel,15,
24,Park Hotel Hong Kong,http://www.tripadvisor.com/Hotel_Review-g294217-d305887-Reviews-Park_Hotel_Hong_Kong-Hong_Kong.html,Hong Kong,2150 ,,2019/10/01,2019/10/05,$229,TripAdvisor,12,
25,Ovolo Southside,http://www.tripadvisor.com/Hotel_Review-g294217-d6419088-Reviews-Ovolo_Southside-Hong_Kong.html,Hong Kong,1433 ,,2019/10/01,2019/10/05,,Booking.com,14,
26,Ibis Hong Kong Central & Sheung Wan,http://www.tripadvisor.com/Hotel_Review-g294217-d3256888-Reviews-Ibis_Hong_Kong_Central_Sheung_Wan-Hong_Kong.html,Hong Kong,4072 ,,2019/10/01,2019/10/05,,Booking.com,10,
27,Hong Kong SkyCity Marriott Hotel,http://www.tripadvisor.com/Hotel_Review-g294217-d1223686-Reviews-Hong_Kong_SkyCity_Marriott_Hotel-Hong_Kong.html,Hong Kong,3534 ,,2019/10/01,2019/10/05,$305,TripAdvisor,12,
28,L'hotel Island South,http://www.tripadvisor.com/Hotel_Review-g294217-d1765545-Reviews-L_hotel_Island_South-Hong_Kong.html,Hong Kong,909 ,,2019/10/01,2019/10/05,$173,TripAdvisor,12,
29,YHA Mei Ho House Youth Hostel,http://www.tripadvisor.com/Hotel_Review-g294217-d5569316-Reviews-YHA_Mei_Ho_House_Youth_Hostel-Hong_Kong.html,Hong Kong,372 ,,2019/10/01,2019/10/05,,Booking.com,12,
