,hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
10,Lang House Chicago,http://www.tripadvisor.com/Hotel_Review-g35805-d1995621-Reviews-Lang_House_Chicago-Chicago_Illinois.html,Chicago,254 ,,2019/10/01,2019/10/05,,TripAdvisor,6,
11,Oakwood at 200 Squared,http://www.tripadvisor.com/Hotel_Review-g35805-d10301440-Reviews-Oakwood_at_200_Squared-Chicago_Illinois.html,Chicago,30 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
12,Hyatt House Chicago / West Loop - Fulton Market,http://www.tripadvisor.com/Hotel_Review-g35805-d17394625-Reviews-Hyatt_House_Chicago_West_Loop_Fulton_Market-Chicago_Illinois.html,Chicago,13 ,,2019/10/01,2019/10/05,,TripAdvisor,6,
13,Wyndham Grand Chicago Riverfront,http://www.tripadvisor.com/Hotel_Review-g35805-d87603-Reviews-Wyndham_Grand_Chicago_Riverfront-Chicago_Illinois.html,Chicago,5616 ,,2019/10/01,2019/10/05,,Booking.com,12,
14,W Chicago - City Center,http://www.tripadvisor.com/Hotel_Review-g35805-d220240-Reviews-W_Chicago_City_Center-Chicago_Illinois.html,Chicago,2849 ,,2019/10/01,2019/10/05,$288,TripAdvisor,15,
15,The Wheelhouse Hotel,http://www.tripadvisor.com/Hotel_Review-g35805-d15023315-Reviews-The_Wheelhouse_Hotel-Chicago_Illinois.html,Chicago,44 ,,2019/10/01,2019/10/05,,TripAdvisor,9,
16,River Hotel,http://www.tripadvisor.com/Hotel_Review-g35805-d250023-Reviews-River_Hotel-Chicago_Illinois.html,Chicago,1449 ,,2019/10/01,2019/10/05,,TripAdvisor,10,
17,Quality Inn Midway Airport,http://www.tripadvisor.com/Hotel_Review-g35805-d87610-Reviews-Quality_Inn_Midway_Airport-Chicago_Illinois.html,Chicago,228 ,,2019/10/01,2019/10/05,,TripAdvisor,13,
18,The Tremont Chicago Hotel at Magnificent Mile,http://www.tripadvisor.com/Hotel_Review-g35805-d87656-Reviews-The_Tremont_Chicago_Hotel_at_Magnificent_Mile-Chicago_Illinois.html,Chicago,418 ,,2019/10/01,2019/10/05,$236,TripAdvisor,14,
19,Chicago South Loop Hotel,http://www.tripadvisor.com/Hotel_Review-g35805-d1075753-Reviews-Chicago_South_Loop_Hotel-Chicago_Illinois.html,Chicago,2235 ,,2019/10/01,2019/10/05,$184,TripAdvisor,12,
20,14 East B&B,http://www.tripadvisor.com/Hotel_Review-g35805-d7933703-Reviews-14_East_B_B-Chicago_Illinois.html,Chicago,0 ,,2019/10/01,2019/10/05,,TripAdvisor,0,
21,Aloft Chicago Mag Mile,http://www.tripadvisor.com/Hotel_Review-g35805-d14920104-Reviews-Aloft_Chicago_Mag_Mile-Chicago_Illinois.html,Chicago,111 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
22,The Congress Plaza Hotel & Convention Center,http://www.tripadvisor.com/Hotel_Review-g35805-d87595-Reviews-The_Congress_Plaza_Hotel_Convention_Center-Chicago_Illinois.html,Chicago,3282 ,,2019/10/01,2019/10/05,$161,TripAdvisor,15,
23,Hilton Garden Inn Chicago McCormick Place,http://www.tripadvisor.com/Hotel_Review-g35805-d13934126-Reviews-Hilton_Garden_Inn_Chicago_McCormick_Place-Chicago_Illinois.html,Chicago,91 ,,2019/10/01,2019/10/05,,TripAdvisor,12,
24,Chicago Lake Shore Hotel,http://www.tripadvisor.com/Hotel_Review-g35805-d90922-Reviews-Chicago_Lake_Shore_Hotel-Chicago_Illinois.html,Chicago,161 ,,2019/10/01,2019/10/05,,TripAdvisor,13,
25,Sophy Hyde Park,http://www.tripadvisor.com/Hotel_Review-g35805-d13927661-Reviews-Sophy_Hyde_Park-Chicago_Illinois.html,Chicago,240 ,,2019/10/01,2019/10/05,,TripAdvisor,11,
26,Best Western River North Hotel,http://www.tripadvisor.com/Hotel_Review-g35805-d114604-Reviews-Best_Western_River_North_Hotel-Chicago_Illinois.html,Chicago,2789 ,,2019/10/01,2019/10/05,,TripAdvisor,13,
27,Hilton Chicago/Magnificent Mile Suites,http://www.tripadvisor.com/Hotel_Review-g35805-d90986-Reviews-Hilton_Chicago_Magnificent_Mile_Suites-Chicago_Illinois.html,Chicago,2473 ,,2019/10/01,2019/10/05,$237,TripAdvisor,15,
28,Best Western Grant Park Hotel,http://www.tripadvisor.com/Hotel_Review-g35805-d114583-Reviews-Best_Western_Grant_Park_Hotel-Chicago_Illinois.html,Chicago,1555 ,,2019/10/01,2019/10/05,$194,TripAdvisor,13,
29,Carlton Inn Midway,http://www.tripadvisor.com/Hotel_Review-g35805-d304277-Reviews-Carlton_Inn_Midway-Chicago_Illinois.html,Chicago,863 ,,2019/10/01,2019/10/05,,TripAdvisor,10,
